CODIGO_VENDA;CODIGO_CLIENTE;CODIGO_FORMA_PAGAMENTO;CODIGO_LOJA_VENDEDOR;DATA_VENDA;VALOR_FINAL;TIPO_PAGAMENTO
1715;42;3;6;2023-09-15 14:43:46;632.78;PARCELADO
1716;1196;3;6;2022-06-03 13:05:12;321.92;A VISTA
1717;330;3;13;2020-08-01 10:27:52;987.96;PARCELADO
1718;726;3;5;2018-01-17 10:45:41;656.76;A VISTA
1719;804;3;7;2022-04-23 16:23:32;1161.19;A VISTA
1720;734;2;4;2022-01-07 11:48:23;1291.08;A VISTA
1721;968;4;11;2022-01-23 09:40:09;1503.03;A VISTA
1722;288;2;5;2023-03-14 15:01:23;1646.06;PARCELADO
1723;975;1;10;2020-03-08 15:08:50;2049.23;A VISTA
1724;426;4;11;2021-06-26 09:54:12;865.32;A VISTA
1725;229;3;5;2023-08-30 10:33:39;680.53;A VISTA
1726;1295;3;7;2022-10-30 16:13:53;643.17;A VISTA
1727;278;3;8;2017-05-03 15:03:03;8.7;PARCELADO
1728;668;2;1;2017-05-03 15:03:03;926.48;A VISTA
1729;1182;3;3;2017-10-09 11:35:26;1861.51;A VISTA
1730;374;4;6;2022-09-01 13:01:02;248.67;A VISTA
1731;1013;4;14;2020-02-26 11:26:09;2265.51;A VISTA
1732;1096;3;14;2023-01-31 16:04:19;1470.1;A VISTA
1733;535;2;13;2023-08-04 13:00:38;329.04;A VISTA
1734;151;1;15;2017-01-22 09:38:07;944.8;PARCELADO
1735;851;1;4;2019-02-16 11:28:36;2646.31;A VISTA
1736;944;2;4;2022-08-17 14:12:58;1505.13;PARCELADO
1737;33;4;8;2021-03-25 17:39:48;2908.99;A VISTA
1738;801;2;14;2017-03-07 11:34:21;1010.25;A VISTA
1739;1253;4;0;2021-07-03 08:53:33;932.72;A VISTA
1740;660;2;6;2021-11-05 12:11:44;136.46;A VISTA
1741;329;1;11;2017-07-11 17:36:07;555.76;A VISTA
1742;35;1;11;2023-09-02 14:55:57;699.42;A VISTA
1743;1310;1;1;2023-09-02 14:55:57;700.67;A VISTA
1744;898;3;6;2023-03-28 14:54:44;61.86;A VISTA
1745;59;1;8;2019-09-29 17:42:37;777.08;A VISTA
1746;596;4;1;2019-09-29 17:42:37;1031.43;PARCELADO
1747;1284;4;12;2023-12-30 14:04:29;25.48;PARCELADO
1748;734;2;0;2017-03-05 11:49:09;784.97;PARCELADO
1749;853;3;6;2017-02-16 12:05:46;192.29;A VISTA
1750;396;3;6;2022-04-29 13:24:33;2266.63;A VISTA
1751;581;3;12;2018-01-25 12:21:14;1393.25;A VISTA
1752;568;1;10;2020-06-25 11:26:08;650.71;A VISTA
1753;827;3;5;2022-09-03 09:22:49;2576.87;PARCELADO
1754;1250;4;10;2017-03-22 15:49:29;546.83;A VISTA
1755;579;2;9;2018-12-30 10:08:31;2181.03;A VISTA
1756;781;4;7;2022-07-30 11:02:24;128.03;A VISTA
1757;1137;4;15;2017-06-24 10:20:56;312.29;A VISTA
1758;401;4;12;2022-10-15 11:35:03;1251.58;PARCELADO
1759;959;1;9;2021-06-24 11:51:36;1004.42;A VISTA
1760;509;2;8;2020-12-16 17:18:55;677.79;A VISTA
1761;687;2;11;2022-11-21 16:47:22;1337.77;A VISTA
1762;306;4;12;2020-09-17 11:11:37;487.16;PARCELADO
1763;995;4;0;2019-10-21 20:06:48;879.82;A VISTA
1764;1370;4;5;2019-06-08 16:22:57;577.65;A VISTA
1765;667;2;8;2020-05-28 17:34:50;753.66;PARCELADO
1766;1026;3;1;2020-05-28 17:34:50;657.15;A VISTA
1767;894;1;7;2017-11-04 12:38:37;12.4;A VISTA
1768;38;2;9;2017-08-26 12:13:18;192.27;A VISTA
1769;690;1;14;2018-02-11 09:34:27;19.12;A VISTA
1770;648;4;5;2022-12-24 14:29:17;500.29;A VISTA
1771;991;1;3;2023-03-19 17:43:13;47.25;A VISTA
1772;1333;1;8;2018-11-12 14:08:53;2308.1;A VISTA
1773;48;3;4;2020-12-19 11:40:23;860.91;A VISTA
1774;770;4;6;2023-06-10 13:08:51;538.5;A VISTA
1775;788;3;12;2018-09-08 15:14:47;289.82;PARCELADO
1776;1385;2;3;2018-10-27 09:11:07;1697.78;A VISTA
1777;1353;4;10;2023-09-19 11:25:31;153.01;PARCELADO
1778;1012;1;13;2018-12-29 14:13:22;785.34;PARCELADO
1779;472;4;1;2018-12-29 14:13:22;1726.87;A VISTA
1780;1334;3;12;2019-06-01 15:24:08;235.24;A VISTA
1781;6;3;3;2018-09-05 13:21:30;167.52;A VISTA
1782;988;2;8;2019-04-01 12:42:27;22.1;A VISTA
1783;224;3;5;2021-07-01 10:54:26;1361.19;A VISTA
1784;501;4;12;2019-06-06 17:08:55;2278.29;A VISTA
1785;746;3;7;2019-07-20 09:14:12;2082.53;A VISTA
1786;34;1;16;2022-11-24 16:18:44;840.57;A VISTA
1787;765;3;2;2019-05-24 11:29:16;49.15;PARCELADO
1788;974;3;1;2019-05-24 11:29:16;1154.17;PARCELADO
1789;445;4;10;2017-06-04 09:01:15;1608.35;A VISTA
1790;658;3;2;2017-07-01 11:19:22;1691.85;A VISTA
1791;197;1;14;2018-09-08 10:19:37;784.09;A VISTA
1792;391;2;10;2023-02-17 11:41:06;256.34;PARCELADO
1793;1301;4;6;2023-07-05 15:33:52;658.82;A VISTA
1794;844;4;11;2021-10-06 11:26:52;20.72;A VISTA
1795;1137;1;13;2020-04-27 14:57:50;810.4;A VISTA
1796;1275;2;3;2021-05-20 09:43:28;1428.42;A VISTA
1797;660;3;12;2022-12-06 11:08:09;1645.12;A VISTA
1798;1037;2;10;2021-10-04 13:39:39;31.7;A VISTA
1799;1005;2;14;2020-11-19 09:34:44;288.14;A VISTA
1800;776;4;15;2022-09-22 10:24:21;674.74;A VISTA
1801;177;3;12;2019-10-30 15:06:07;132.17;A VISTA
1802;8;4;11;2017-08-29 11:01:12;160.71;PARCELADO
1803;1141;3;16;2019-03-07 10:01:40;433.66;A VISTA
1804;414;3;2;2018-01-10 16:07:33;1469.08;A VISTA
1805;612;3;7;2021-05-18 17:37:34;84.94;A VISTA
1806;272;4;1;2021-05-18 17:37:34;3157.06;A VISTA
1807;337;3;11;2021-06-24 11:45:38;118.9;A VISTA
1808;1395;2;2;2017-10-29 16:04:13;818.85;A VISTA
1809;195;4;5;2021-10-20 11:16:32;1550.49;A VISTA
1810;1153;4;11;2021-08-23 14:06:01;2382.86;A VISTA
1811;739;2;8;2017-10-25 12:33:51;1453.6;A VISTA
1812;388;3;16;2019-11-03 17:11:24;1362.7;A VISTA
1813;1356;2;7;2021-04-24 09:17:12;123.42;A VISTA
1814;338;3;14;2022-11-20 12:07:28;938.49;PARCELADO
1815;1326;1;16;2017-02-13 10:08:53;363.74;A VISTA
1816;318;4;5;2017-08-30 17:49:57;605.84;PARCELADO
1817;86;2;5;2020-07-10 13:53:01;208.19;PARCELADO
1818;953;1;11;2018-06-25 15:13:44;142.12;A VISTA
1819;919;3;15;2017-08-07 14:22:51;473.88;A VISTA
1820;692;2;12;2017-07-19 10:56:00;1758.4;A VISTA
1821;939;4;11;2020-04-13 13:22:03;1274.13;A VISTA
1822;1134;4;1;2020-04-13 13:22:03;1181.37;A VISTA
1823;867;4;9;2023-11-03 16:18:09;203.88;PARCELADO
1824;246;2;8;2021-05-12 11:30:29;3398.2;A VISTA
1825;45;1;4;2018-08-18 14:06:13;986.4;A VISTA
1826;610;2;3;2017-10-17 14:48:47;996.51;A VISTA
1827;270;2;4;2019-12-14 15:45:04;6.9;A VISTA
1828;1052;1;0;2021-12-13 13:36:09;1405.98;A VISTA
1829;760;2;9;2021-04-17 12:26:31;82.53;PARCELADO
1830;1109;3;6;2021-08-07 12:02:24;797.9;A VISTA
1831;847;2;8;2022-10-18 10:32:21;890.9;A VISTA
1832;563;4;3;2022-03-24 14:02:57;294.4;PARCELADO
1833;558;3;3;2018-04-27 15:50:42;98.74;A VISTA
1834;506;4;5;2021-01-13 15:57:58;358.01;A VISTA
1835;264;1;14;2019-02-25 15:40:18;1896.77;A VISTA
1836;1307;2;5;2022-06-04 11:54:58;691.46;PARCELADO
1837;795;4;3;2019-03-25 15:12:02;635.13;PARCELADO
1838;646;1;7;2020-02-03 10:26:01;2050.05;A VISTA
1839;237;2;7;2021-01-23 13:04:21;1454.85;A VISTA
1840;1236;3;7;2019-10-05 12:50:23;1339.76;PARCELADO
1841;721;2;10;2019-08-16 17:11:57;2082.12;PARCELADO
1842;657;1;0;2018-10-21 17:17:39;551.85;A VISTA
1843;305;2;3;2019-10-23 15:15:13;1341.12;PARCELADO
1844;399;1;14;2018-09-11 09:24:32;1978.72;PARCELADO
1845;190;4;4;2021-12-17 09:07:29;223.5;A VISTA
1846;563;1;13;2018-12-28 10:40:55;2054.15;A VISTA
1847;662;4;0;2019-07-04 11:42:44;774.2;A VISTA
1848;504;1;9;2022-11-28 16:23:18;819.46;PARCELADO
1849;623;4;5;2024-01-23 15:19:45;284.2;A VISTA
1850;15;3;11;2019-02-20 11:52:18;1272.04;PARCELADO
1851;1350;2;5;2017-03-01 11:35:09;1563.56;PARCELADO
1852;1005;1;10;2018-04-13 10:38:44;321.33;A VISTA
1853;214;4;7;2020-11-17 13:38:49;745.74;A VISTA
1854;135;3;14;2017-04-29 10:48:01;2565.68;A VISTA
1855;1380;3;4;2022-11-09 12:18:28;1284.0;A VISTA
1856;554;2;11;2018-04-18 13:42:47;712.25;PARCELADO
1857;330;4;11;2018-04-10 13:08:40;2626.99;A VISTA
1858;169;3;13;2018-06-07 10:01:34;4117.41;PARCELADO
1859;45;3;2;2020-06-05 10:21:34;114.06;A VISTA
1860;422;2;13;2018-05-31 11:22:18;423.26;A VISTA
1861;1059;3;9;2020-11-15 11:06:17;88.69;A VISTA
1862;914;3;8;2022-10-02 14:14:42;1045.87;A VISTA
1863;607;2;16;2022-07-01 16:51:47;1000.06;A VISTA
1864;892;4;7;2019-02-28 13:00:26;1045.13;A VISTA
1865;1260;4;10;2017-10-23 16:40:16;642.72;A VISTA
1866;934;3;11;2021-02-26 13:35:14;560.62;PARCELADO
1867;724;4;10;2017-05-13 10:01:53;763.87;A VISTA
1868;384;2;1;2017-05-13 10:01:53;747.61;A VISTA
1869;1178;4;0;2023-04-28 19:11:47;125.62;A VISTA
1870;628;3;14;2023-04-17 14:45:19;275.54;A VISTA
1871;6;2;13;2019-08-24 15:32:55;1220.69;A VISTA
1872;266;3;9;2017-06-25 16:05:39;53.18;A VISTA
1873;866;2;6;2023-06-30 09:31:32;1603.44;A VISTA
1874;535;2;10;2024-01-19 15:56:28;779.03;PARCELADO
1875;1279;3;1;2024-01-19 15:56:28;1185.31;A VISTA
1876;26;3;6;2023-07-31 11:35:51;448.41;A VISTA
1877;931;1;5;2019-04-27 16:07:45;359.71;A VISTA
1878;671;4;2;2023-01-14 10:12:06;727.97;A VISTA
1879;1375;3;4;2018-03-29 13:06:20;1760.13;A VISTA
1880;346;1;9;2019-04-23 10:04:05;1342.66;PARCELADO
1881;120;3;9;2021-10-07 13:01:25;955.72;A VISTA
1882;759;1;14;2022-03-29 12:48:12;34.57;A VISTA
1883;446;2;3;2017-09-24 16:53:04;1497.84;A VISTA
1884;741;4;1;2017-09-24 16:53:04;558.06;A VISTA
1885;470;2;13;2018-06-17 13:06:18;66.96;A VISTA
1886;1128;1;12;2021-07-06 15:43:07;2085.81;A VISTA
1887;1333;3;6;2022-11-16 11:25:10;1394.2;PARCELADO
1888;492;4;8;2019-03-03 11:42:28;765.83;PARCELADO
1889;927;1;3;2020-02-06 17:05:34;2185.48;A VISTA
1890;730;3;0;2019-11-30 09:02:01;197.77;A VISTA
1891;34;2;6;2022-01-03 15:18:49;1049.05;A VISTA
1892;1211;3;15;2022-12-11 09:31:36;1513.56;A VISTA
1893;1182;1;15;2020-06-23 09:22:03;419.53;A VISTA
1894;1177;1;16;2017-08-20 15:02:55;421.31;A VISTA
1895;921;1;0;2023-09-23 10:51:08;536.97;A VISTA
1896;1017;1;16;2021-11-25 16:10:32;15.54;A VISTA
1897;329;3;2;2018-11-24 12:51:45;357.88;A VISTA
1898;890;4;12;2023-08-22 09:48:20;789.49;A VISTA
1899;1022;1;5;2021-06-25 16:14:39;169.54;A VISTA
1900;240;3;0;2019-11-18 18:14:59;840.21;PARCELADO
1901;952;1;15;2021-12-08 11:04:26;247.54;PARCELADO
1902;169;4;11;2019-01-26 16:08:26;650.08;A VISTA
1903;742;2;7;2018-12-09 17:50:45;2089.98;A VISTA
1904;574;3;12;2021-10-13 14:22:19;553.52;PARCELADO
1905;198;3;13;2022-10-22 09:23:16;1094.77;PARCELADO
1906;533;3;4;2018-05-25 13:54:01;933.16;A VISTA
1907;30;2;8;2020-06-13 11:42:47;1183.16;PARCELADO
1908;483;1;4;2020-07-13 17:09:21;1355.81;A VISTA
1909;29;1;5;2017-12-22 13:04:27;1516.06;PARCELADO
1910;1264;1;8;2022-09-30 13:03:38;1117.49;A VISTA
1911;982;2;8;2021-09-16 16:08:17;1088.41;A VISTA
1912;1378;4;0;2019-01-02 03:38:42;480.39;PARCELADO
1913;602;4;2;2022-03-31 15:31:51;1983.57;A VISTA
1914;367;4;2;2021-07-22 14:54:20;1266.54;A VISTA
1915;358;3;13;2018-05-17 16:41:35;766.82;A VISTA
1916;692;1;10;2020-08-05 17:22:52;613.06;A VISTA
1917;54;3;8;2021-10-31 12:16:02;39.44;A VISTA
1918;957;2;14;2019-01-28 11:04:55;1616.46;PARCELADO
1919;3;1;9;2020-09-24 16:44:52;2216.47;A VISTA
1920;1375;3;4;2020-05-12 12:35:03;1486.39;A VISTA
1921;110;2;7;2020-09-23 13:31:28;1130.61;A VISTA
1922;200;2;8;2017-02-12 10:02:28;669.34;PARCELADO
1923;130;1;2;2019-01-31 16:36:58;1105.58;A VISTA
1924;897;4;7;2023-08-02 12:30:21;63.49;A VISTA
1925;829;4;11;2023-09-17 12:11:25;2076.99;A VISTA
1926;417;2;12;2017-09-24 17:37:06;793.47;PARCELADO
1927;860;1;14;2021-05-28 10:43:37;781.21;A VISTA
1928;1076;3;11;2023-03-11 12:02:29;1256.44;A VISTA
1929;577;1;2;2017-03-05 11:46:57;2044.94;A VISTA
1930;999;3;12;2020-03-13 11:54:49;2195.98;A VISTA
1931;731;1;11;2022-05-20 13:15:30;388.78;A VISTA
1932;317;3;11;2020-09-27 10:25:48;2499.76;PARCELADO
1933;237;1;5;2017-05-28 13:12:33;547.04;A VISTA
1934;691;4;9;2023-06-11 13:25:43;1921.91;A VISTA
1935;62;1;9;2018-05-07 17:37:29;1037.36;A VISTA
1936;21;3;2;2021-04-04 11:06:51;338.38;A VISTA
1937;324;4;8;2020-09-13 15:54:07;2529.56;PARCELADO
1938;428;3;9;2017-07-25 13:28:20;160.12;A VISTA
1939;919;3;15;2023-07-24 13:29:00;1138.86;PARCELADO
1940;320;1;4;2022-11-19 12:14:33;381.01;A VISTA
1941;377;4;6;2022-10-03 14:43:03;20.53;A VISTA
1942;1200;1;4;2020-03-10 11:16:26;180.14;PARCELADO
1943;736;1;14;2019-07-16 16:11:56;1852.7;A VISTA
1944;675;4;7;2021-02-17 13:55:40;493.17;A VISTA
1945;561;4;8;2020-11-27 10:33:55;1938.92;A VISTA
1946;789;1;1;2020-11-27 10:33:55;1478.54;A VISTA
1947;16;1;2;2023-08-21 14:23:10;288.62;PARCELADO
1948;961;3;8;2022-01-17 12:55:23;1839.86;A VISTA
1949;308;1;6;2019-06-28 15:46:33;1283.72;PARCELADO
1950;706;1;12;2023-01-29 13:15:07;1023.64;A VISTA
1951;876;2;15;2021-07-16 14:23:23;145.25;PARCELADO
1952;540;4;2;2019-01-26 17:03:36;2345.93;A VISTA
1953;71;3;2;2022-09-02 10:00:43;560.52;PARCELADO
1954;700;1;1;2022-09-02 10:00:43;1071.94;A VISTA
1955;604;1;6;2019-09-02 13:11:47;941.71;A VISTA
1956;30;3;3;2021-12-20 14:06:05;89.55;A VISTA
1957;1268;2;0;2017-05-17 07:38:57;146.3;A VISTA
1958;571;3;2;2021-03-25 11:55:07;223.71;A VISTA
1959;491;1;7;2017-01-05 17:23:06;1679.21;A VISTA
1960;525;2;2;2022-07-12 10:23:07;271.9;A VISTA
1961;867;2;12;2022-01-09 10:24:47;579.95;PARCELADO
1962;85;2;14;2019-10-07 11:47:30;452.28;PARCELADO
1963;1328;2;5;2019-07-19 15:58:04;46.44;PARCELADO
1964;872;3;5;2017-06-06 14:25:30;341.24;A VISTA
1965;912;4;6;2023-08-22 14:07:10;1493.27;A VISTA
1966;635;2;15;2021-08-13 15:30:55;1010.88;A VISTA
1967;360;3;9;2020-10-03 11:30:35;8.52;PARCELADO
1968;342;3;0;2022-03-26 00:16:30;2082.79;A VISTA
1969;1364;1;8;2023-05-31 14:46:31;912.8;A VISTA
1970;674;4;0;2022-09-09 04:55:42;2346.04;PARCELADO
1971;714;3;6;2020-05-21 13:56:47;1426.36;A VISTA
1972;28;4;3;2018-10-24 09:13:03;736.43;A VISTA
1973;870;2;6;2018-11-13 17:50:07;1967.74;A VISTA
1974;1139;3;14;2019-06-01 10:57:52;951.87;A VISTA
1975;1118;2;13;2022-02-10 15:07:28;818.49;A VISTA
1976;720;2;4;2017-08-13 10:34:49;267.6;PARCELADO
1977;553;2;6;2020-08-25 17:23:32;9.76;A VISTA
1978;1344;1;13;2020-06-18 14:36:12;2558.34;A VISTA
1979;1279;4;16;2018-05-25 09:43:30;652.68;PARCELADO
1980;849;4;15;2021-08-15 16:25:34;1680.84;PARCELADO
1981;750;4;11;2017-07-25 16:02:42;1240.71;A VISTA
1982;1287;2;16;2019-04-06 16:18:23;1814.11;A VISTA
1983;36;2;3;2018-09-17 09:43:42;2270.94;A VISTA
1984;37;4;13;2018-01-28 16:50:09;974.5;PARCELADO
1985;718;2;3;2023-09-17 17:19:30;1440.32;PARCELADO
1986;444;3;0;2023-02-22 11:46:13;325.77;A VISTA
1987;901;4;3;2022-09-10 15:56:07;3897.33;A VISTA
1988;157;2;2;2019-03-23 16:49:41;492.74;A VISTA
1989;472;3;0;2020-06-03 03:45:32;820.15;PARCELADO
1990;547;1;8;2022-10-30 11:50:01;822.78;A VISTA
1991;1095;3;4;2021-08-08 15:57:17;948.6;A VISTA
1992;984;2;13;2018-11-30 10:23:22;236.05;PARCELADO
1993;752;4;8;2023-12-24 09:33:09;2271.03;PARCELADO
1994;197;4;15;2019-10-07 12:17:46;1116.89;A VISTA
1995;564;1;14;2023-01-08 17:47:51;633.52;A VISTA
1996;131;4;14;2018-01-16 15:02:20;1558.95;PARCELADO
1997;546;2;4;2017-01-09 13:39:11;618.97;A VISTA
1998;641;3;16;2019-08-12 16:00:39;634.2;A VISTA
1999;1077;2;12;2023-12-12 14:53:26;935.44;PARCELADO
2000;699;2;15;2019-05-25 15:11:34;1544.49;A VISTA
2001;892;3;0;2017-08-02 10:07:08;2020.16;A VISTA
2002;1018;1;4;2017-05-10 12:27:15;359.24;A VISTA
2003;132;3;5;2020-09-29 09:30:09;1425.57;A VISTA
2004;213;2;9;2021-12-30 15:27:39;21.98;A VISTA
2005;782;3;5;2022-11-09 13:50:22;169.05;A VISTA
2006;1287;1;14;2021-08-12 13:13:52;577.98;A VISTA
2007;1013;4;14;2019-06-15 10:56:01;2158.84;A VISTA
2008;80;3;16;2019-01-20 16:08:28;1192.67;A VISTA
2009;467;4;3;2021-10-29 13:19:44;842.94;A VISTA
2010;1262;4;6;2017-10-25 15:00:34;1161.58;A VISTA
2011;875;3;10;2023-08-01 11:50:06;3460.91;A VISTA
2012;1148;4;0;2023-10-19 20:51:06;538.25;PARCELADO
2013;76;3;15;2022-12-09 12:27:13;177.97;A VISTA
2014;546;4;1;2022-12-09 12:27:13;465.12;A VISTA
2015;601;4;6;2021-08-10 09:50:52;1473.04;A VISTA
2016;461;3;5;2023-06-10 12:05:31;1818.57;PARCELADO
2017;134;3;1;2023-06-10 12:05:31;668.88;A VISTA
2018;911;3;6;2021-06-05 09:26:10;1598.58;A VISTA
2019;502;4;10;2023-08-01 14:14:05;394.47;A VISTA
2020;1076;4;8;2023-07-23 12:05:25;441.86;PARCELADO
2021;169;2;0;2022-01-07 13:37:15;4.26;A VISTA
2022;670;2;0;2021-05-09 03:25:28;784.32;PARCELADO
2023;1272;4;4;2020-11-13 10:33:19;1250.19;PARCELADO
2024;1011;1;9;2018-08-22 13:35:40;2968.23;A VISTA
2025;792;2;5;2022-12-01 12:40:54;203.9;A VISTA
2026;794;1;9;2019-11-13 12:54:40;142.6;A VISTA
2027;291;2;12;2023-01-14 09:15:26;2234.91;A VISTA
2028;1265;1;7;2020-12-14 11:16:23;450.26;A VISTA
2029;292;1;15;2017-01-04 13:12:24;903.41;A VISTA
2030;1031;4;13;2021-03-24 15:00:19;90.94;A VISTA
2031;411;3;16;2022-02-28 10:05:27;772.36;A VISTA
2032;161;2;4;2020-07-10 12:40:00;582.61;A VISTA
2033;1171;3;10;2023-08-19 11:49:58;620.73;A VISTA
2034;30;1;9;2020-01-22 13:04:28;1115.47;PARCELADO
2035;646;1;8;2018-09-07 09:52:33;1339.41;A VISTA
2036;1083;1;8;2019-07-08 16:11:24;1492.35;PARCELADO
2037;763;3;6;2017-07-16 13:07:14;1400.44;PARCELADO
2038;573;1;2;2022-09-26 15:01:03;1314.07;A VISTA
2039;936;3;4;2017-03-12 16:41:29;938.11;PARCELADO
2040;1022;3;7;2021-01-22 13:46:15;1265.6;A VISTA
2041;532;2;1;2021-01-22 13:46:15;1910.39;A VISTA
2042;394;3;2;2021-07-25 09:18:05;764.93;A VISTA
2043;235;3;5;2020-06-14 16:43:32;607.52;A VISTA
2044;1348;2;5;2018-02-14 15:18:48;222.48;A VISTA
2045;1321;1;0;2023-12-13 02:34:24;364.04;A VISTA
2046;1135;4;8;2022-03-03 10:44:42;503.73;A VISTA
2047;879;1;2;2021-06-23 10:03:46;1163.65;PARCELADO
2048;145;3;12;2022-02-19 11:25:41;363.65;A VISTA
2049;1067;1;10;2021-08-03 12:54:29;2068.52;A VISTA
2050;611;1;16;2021-03-23 10:48:20;297.6;PARCELADO
2051;877;4;16;2023-09-24 16:01:25;322.31;PARCELADO
2052;1086;2;5;2019-04-02 09:47:01;239.67;A VISTA
2053;831;3;3;2019-07-15 12:40:57;28.62;A VISTA
2054;1386;2;7;2020-05-20 13:12:31;454.68;A VISTA
2055;130;2;3;2023-10-15 12:54:38;310.75;A VISTA
2056;21;1;0;2020-11-07 03:55:39;1334.78;A VISTA
2057;1226;4;14;2017-08-21 14:45:16;611.94;A VISTA
2058;265;4;2;2021-02-24 09:47:38;1005.85;A VISTA
2059;333;2;1;2021-02-24 09:47:38;1312.62;A VISTA
2060;887;1;12;2017-02-06 10:09:53;451.3;A VISTA
2061;101;4;6;2023-08-24 09:37:44;1275.35;A VISTA
2062;264;1;9;2019-04-29 09:35:19;944.87;A VISTA
2063;527;3;12;2022-06-18 10:22:09;1016.12;A VISTA
2064;966;3;6;2018-11-10 13:18:58;452.96;A VISTA
2065;507;1;1;2018-11-10 13:18:58;81.18;A VISTA
2066;1112;2;8;2020-09-24 16:56:12;166.12;A VISTA
2067;639;3;5;2023-06-24 10:46:41;1496.74;A VISTA
2068;655;4;11;2019-12-12 16:58:13;18.85;A VISTA
2069;581;1;14;2020-01-20 16:38:30;939.47;A VISTA
2070;930;4;3;2022-05-24 15:43:54;26.2;PARCELADO
2071;927;3;13;2021-04-19 15:22:33;1102.11;A VISTA
2072;848;1;1;2021-04-19 15:22:33;35.96;A VISTA
2073;404;2;15;2023-10-09 10:08:11;1014.81;A VISTA
2074;984;1;15;2020-12-08 17:22:39;2777.08;A VISTA
2075;734;4;2;2024-01-15 09:16:30;2618.84;PARCELADO
2076;1316;2;12;2018-09-02 15:10:12;852.07;PARCELADO
2077;238;3;0;2022-08-02 10:54:26;2205.88;A VISTA
2078;923;4;1;2022-08-02 10:54:26;989.7;A VISTA
2079;895;2;12;2017-01-18 13:32:52;290.28;A VISTA
2080;321;2;14;2021-03-31 13:48:50;870.51;PARCELADO
2081;446;2;16;2019-10-31 17:09:18;1654.95;PARCELADO
2082;322;2;9;2021-08-02 12:02:07;236.28;A VISTA
2083;1221;1;15;2018-07-31 17:19:09;196.7;A VISTA
2084;955;4;12;2019-11-04 14:18:20;2561.48;PARCELADO
2085;896;2;15;2021-05-08 16:25:13;178.66;A VISTA
2086;494;1;12;2019-02-06 09:20:11;1297.85;PARCELADO
2087;1330;4;0;2019-01-04 04:02:20;637.9;A VISTA
2088;873;1;12;2018-02-25 17:12:09;1226.0;A VISTA
2089;1024;1;11;2020-11-19 16:48:17;1213.0;A VISTA
2090;1294;4;7;2018-09-03 17:39:55;714.09;A VISTA
2091;1325;4;7;2018-09-16 12:20:14;2363.97;A VISTA
2092;1359;4;4;2017-10-20 11:18:43;436.2;PARCELADO
2093;23;1;11;2019-03-13 12:55:43;52.61;A VISTA
2094;947;4;1;2019-03-13 12:55:43;113.67;A VISTA
2095;1337;4;6;2021-12-19 11:48:41;1461.43;PARCELADO
2096;1230;1;16;2019-01-14 15:42:23;683.17;A VISTA
2097;448;1;7;2019-09-10 10:40:53;690.38;PARCELADO
2098;818;3;15;2019-07-16 15:16:30;1421.15;A VISTA
2099;536;4;12;2019-03-10 17:08:02;1402.91;A VISTA
2100;83;2;12;2019-05-15 13:13:03;1117.07;A VISTA
2101;1104;4;0;2018-03-27 01:10:00;1.93;A VISTA
2102;881;4;0;2023-05-03 11:21:19;1852.67;A VISTA
2103;1396;3;15;2019-10-06 13:40:03;548.29;A VISTA
2104;958;3;9;2022-01-15 11:02:42;23.96;A VISTA
2105;776;3;3;2017-12-02 15:34:36;134.81;PARCELADO
2106;69;1;5;2020-01-01 10:55:21;102.89;A VISTA
2107;178;1;15;2020-06-01 16:26:13;2258.92;A VISTA
2108;830;3;0;2021-02-02 20:59:17;33.36;PARCELADO
2109;223;1;7;2021-12-26 10:49:54;1192.43;A VISTA
2110;834;4;9;2022-12-12 14:55:13;1159.15;A VISTA
2111;312;4;8;2021-09-12 15:17:08;2115.88;A VISTA
2112;995;3;1;2021-09-12 15:17:08;1813.44;A VISTA
2113;135;4;6;2021-04-21 10:08:57;634.41;A VISTA
2114;510;1;12;2018-05-28 12:52:48;1249.59;PARCELADO
2115;1185;3;1;2018-05-28 12:52:48;686.06;A VISTA
2116;511;3;12;2020-05-21 17:08:36;824.47;A VISTA
2117;445;4;6;2017-11-15 10:42:53;98.8;A VISTA
2118;1276;1;16;2018-10-05 10:14:00;299.73;A VISTA
2119;469;3;4;2017-02-24 14:31:44;156.76;PARCELADO
2120;1363;2;1;2017-02-24 14:31:44;222.99;A VISTA
2121;830;1;9;2018-10-22 13:27:02;200.83;A VISTA
2122;800;1;1;2018-10-22 13:27:02;214.2;A VISTA
2123;769;3;16;2023-03-13 12:35:29;1229.94;A VISTA
2124;556;4;11;2018-04-21 10:15:08;692.11;PARCELADO
2125;1084;3;12;2022-05-08 14:26:49;8.44;A VISTA
2126;670;4;16;2020-11-01 12:45:44;860.47;A VISTA
2127;312;1;3;2020-02-26 16:27:38;472.92;PARCELADO
2128;1090;4;5;2018-12-31 16:47:32;647.13;A VISTA
2129;29;3;8;2019-08-31 16:45:03;411.4;PARCELADO
2130;765;2;4;2019-12-03 16:15:17;433.1;PARCELADO
2131;559;3;6;2024-01-04 10:21:32;1394.33;PARCELADO
2132;1200;2;3;2020-02-18 10:54:45;3866.69;A VISTA
2133;1273;1;9;2023-03-29 17:09:35;1407.32;A VISTA
2134;734;3;6;2018-09-23 14:17:21;49.59;PARCELADO
2135;1341;4;12;2020-05-26 09:24:17;283.62;A VISTA
2136;1221;1;6;2021-11-06 14:42:47;1424.75;PARCELADO
